code,num
C1072,712.3709343173634
C1128,1300.0801222384973
C1456,550.566449974606
C1840,575.6982538383427
C1332,1201.0422562280917
C1563,1661.2414811983128
C1794,961.244285726322
C1640,486.7790753270641
C1377,378.5136187708172
C2072,298.4455882922904
C1472,446.17283932533155
C1006,284.0256265878307
C1083,419.32307835681763
C1311,238.76261174394944
C2676,351.42337767500334
C2318,236.96039110263013
C1603,487.2999134353204
C2523,251.00813939202834
C2177,158.564931181901
C2411,735.288398600977
C2033,304.5698026538286
C1604,383.7607593803291
C2535,425.94991558907657
C1040,456.3063628269493
C2417,401.7281449213277
C1812,186.49994279632705
C2253,140.59866738291822
C1294,560.7064475688998
C1772,551.448196382363
C2646,614.6432414948514
C1152,924.2700295459674
C2423,171.16570166701064
C1844,547.2203769314461
C1318,183.44891752578127
C1729,87.478316629029
C1602,317.73959268754913
C1239,386.59649654036923
C1721,647.561146121871
C1902,843.9120298276586
C1855,332.14101702497
C2600,472.292744144337
C1071,506.2005703248518
C2295,421.3383268891958
C1621,666.5373232786519
C1852,877.66096318313
C2555,1222.0678893906493
C1297,467.4370537924164
C2323,529.4222031198026
C2215,381.4069279938077
C2112,364.5402030580034
C1830,832.6049868428194
C2602,227.2226327277715
C2608,945.1172622429915
C1215,573.5876260889247
C2369,605.5894326358623
C1158,263.46935270316635
C1887,610.0439723789957
C1189,254.03935644533928
C1637,452.3422264587839
C1225,200.84411500468252
C2374,343.40933160043767
C2397,626.5472709200405
C1105,915.5219899528912
C1782,439.02483672521544
C1629,199.27745091812898
C1708,248.8601512783558
C2144,510.4461936771768
C1617,829.2300115847311
C1149,491.5635619377177
C1323,380.1433154334133
C1064,682.7523376359227
C1019,291.5598064786355
C2269,612.3334341270244
C1416,874.0640342911702
C1250,960.5312419997996
C1741,473.0678906214761
C1016,658.8483157777912
C2675,794.9669505313589
C2436,715.6023120853463
C2039,830.9293914221187
C1253,765.756688508794
C2028,1145.867292271241
C1166,342.522088913134
C1135,238.59356053760024
C1216,297.18814735140006
C1593,205.2217476149421
C1826,256.52811899681114
C1827,418.6899784070576
C1564,291.44819730665415
C1495,1048.865335980519
C2653,889.837951319136
C1392,656.6252235310651
C2128,297.64387103746606
C1282,606.9900778133107
C1521,992.3021747782213
C2076,942.501948781562
C1060,612.074299698627
C2473,978.1676931016218
C2557,729.7375591512078
C1835,850.1975664601881
C2224,794.984135854404
C2222,369.8588273325971
C2430,941.0779734772843
C2497,661.5966587786533
C1494,1053.207297837704
C1457,640.2096198038003
C1525,936.5400038777059
C1712,657.4572853198199
C2267,1046.7922176610452
C1623,292.94902150063706
C2131,575.3324753577888
C2691,1047.126484542292
C1147,832.9779282741218
C1692,917.8207966520754
C1570,752.2488333194806
C1474,112.25971601808504
C1633,135.91547079869542
C2113,572.6813533582971
C2175,893.6217631650612
C2303,1406.2279838466297
C2547,694.8160228195427
C2292,799.3060177624427
C1496,818.6300029763074
C1289,367.08022990647817
C1849,822.0598914801103
C1003,273.0041144138702
C2268,432.5081149008869
C2551,584.3769195406051
C2688,87.69534202787361
C1030,44.232691826658424
C1327,79.721410087594
C2451,580.3015314604384
C1749,526.4073926794863
C1349,284.61050983970597
C2043,287.84429144691336
C1229,231.85119852893405
C2363,532.9753703974243
C1414,541.3114003214938
C2174,453.1905293253702
C2091,111.60809840743116
C2335,432.7151767722032
C1841,89.58424361103516
C2404,133.71100268254673
C1683,209.2027249167615
C1038,325.6777982434562
C2456,235.81902178820843
C1266,531.5420918848235
C2152,24.089068382477706
C1267,411.6798256883884
C2189,255.97683537365378
