code,num
C1072,739.3288564508854
C1128,1315.1174976196792
C1456,444.00051117136235
C1840,528.4051845431848
C1332,1226.5938717509362
C1563,1907.9444178754977
C1794,1006.8177323416497
C1640,501.8945151436299
C1377,361.6355463858042
C2072,281.0747768026039
C1472,387.29073564926
C1006,188.60450055032612
C1083,364.43594367996155
C1311,301.53197212566727
C2676,344.631857926238
C2318,278.1726967830786
C1603,436.167462949206
C2523,307.9955201944022
C2177,115.10718971772607
C2411,684.7540806605866
C2033,293.15650886825574
C1604,454.99150973797623
C2535,483.5891137321681
C1040,458.69505681219573
C2417,433.9014341087997
C1812,193.5149156768336
C2253,151.65000288446194
C1294,527.3083073377894
C1772,498.9026523460523
C2646,461.1532363338445
C1152,893.8795564341475
C2423,157.37879791144962
C1844,397.8708518684596
C1318,284.05640759545423
C1729,72.89949720843647
C1602,360.3675885854821
C1239,423.6962362972712
C1721,608.4738339762479
C1902,865.1798341861544
C1855,369.55109564495945
C2600,482.3428535336235
C1071,488.69586052963285
C2295,426.64637995952563
C1621,560.8587362042766
C1852,856.4233986429674
C2555,1232.1343831950965
C1297,455.4943763942716
C2323,571.2209858347943
C2215,419.23661340780063
C2112,342.70463994550573
C1830,847.7206201174664
C2602,253.41415099557656
C2608,1107.7892698092442
C1215,581.1105805892718
C2369,539.1048013988668
C1158,292.6626960630479
C1887,681.1042137151451
C1189,264.5087602618961
C1637,500.69855004844806
C1225,238.62010912743273
C2374,353.80227350596135
C2397,567.5894028237739
C1105,980.3165443172056
C1782,424.29072173292826
C1629,225.57414839324957
C1708,253.14559028921417
C2144,496.12021003069503
C1617,977.5138479612433
C1149,556.8919397556604
C1323,472.39694179213836
C1064,794.1256439360228
C1019,237.65738805998043
C2269,576.3218082874794
C1416,902.553046084559
C1250,1050.587427405526
C1741,434.6213502600899
C1016,663.2680285942058
C2675,835.7207509918713
C2436,693.3855075648368
C2039,878.7471087841216
C1253,765.7906488029828
C2028,1209.6221706228662
C1166,357.0565437112859
C1135,241.53656919574405
C1216,318.7248158997692
C1593,289.74316588075163
C1826,269.1132054774741
C1827,423.56911757901037
C1564,329.2830524917628
C1495,888.5640583014678
C2653,850.6846593172493
C1392,659.1009048629148
C2128,317.026160486816
C1282,613.9759070726526
C1521,1192.0324679235705
C2076,953.6199725528804
C1060,625.4848910421836
C2473,1109.3493829497834
C2557,632.9642165761334
C1835,778.3325025594871
C2224,700.5972522528211
C2222,385.8775749497139
C2430,771.5612054570665
C2497,678.4337520084331
C1494,1080.2987656182836
C1457,552.2697272571445
C1525,1257.3306910541226
C1712,608.4297757786281
C2267,947.9399980011133
C1623,307.906120746659
C2131,556.2726674259098
C2691,1165.3419010059872
C1147,799.7295690176713
C1692,1035.6887013445216
C1570,834.0845391075206
C1474,140.7085249921088
C1633,133.92985767714498
C2113,476.8987831456102
C2175,950.9112728350141
C2303,1589.4356848679588
C2547,472.5886380497388
C2292,749.5835563405187
C1496,825.928249224927
C1289,333.46317404820064
C1849,642.1331602698948
C1003,295.3095216776277
C2268,353.6455760528308
C2551,504.76329741326697
C2688,74.1789149144516
C1030,-7.677353891192899
C1327,145.36156521968627
C2451,571.3494765147424
C1749,471.2188680557912
C1349,252.67871425907006
C2043,275.46108658683187
C1229,247.81817420914098
C2363,346.06212634224187
C1414,428.7733388771596
C2174,393.83546653012155
C2091,84.36785893077649
C2335,323.4036775520643
C1841,64.94147462813872
C2404,142.9353699828478
C1683,149.61517493805653
C1038,302.5064784429639
C2456,199.1751221633654
C1266,363.77401003668035
C2152,79.40604492728254
C1267,241.18721925668834
C2189,106.33896957674388
