code,num
C1072,767.4662974518396
C1128,1280.5178878288298
C1456,625.7968358372636
C1840,622.2544371731396
C1332,1492.2647209292572
C1563,2171.880611704255
C1794,1215.486086710977
C1640,476.4389136178197
C1377,452.0620348043403
C2072,222.33003543811043
C1472,372.62116572134346
C1006,220.5411079971123
C1083,386.3403815406364
C1311,564.4202443650247
C2676,507.56875299807285
C2318,289.83311878295535
C1603,475.6897476889235
C2523,400.1738716708078
C2177,164.8723949702462
C2411,663.943073144033
C2033,727.5651434319693
C1604,343.4177623090141
C2535,342.5557172343793
C1040,378.181134368158
C2417,213.53533456023484
C1812,214.5040392942861
C2253,217.41986010769892
C1294,528.0435146412033
C1772,565.561873944831
C2646,522.3111520245434
C1152,990.5834354080048
C2423,239.48110021017692
C1844,434.20398994297375
C1318,267.823016939903
C1729,37.97915019177344
C1602,402.57919109824525
C1239,502.6083677402221
C1721,588.3450477426795
C1902,795.8564574557113
C1855,387.91513524915473
C2600,328.30724994041117
C1071,428.47014797411094
C2295,436.3724700151245
C1621,663.7399795878691
C1852,781.3230638340629
C2555,1603.4028974845237
C1297,362.1795910426004
C2323,570.5937354061766
C2215,337.00066579684295
C2112,308.70972431829614
C1830,724.1972921436864
C2602,203.31616248895585
C2608,1076.350823241915
C1215,560.2175293820724
C2369,732.4704191356768
C1158,266.30532180012716
C1887,612.5672719727195
C1189,244.23525424317995
C1637,400.9163040130573
C1225,212.96133169629644
C2374,321.4103592292707
C2397,559.7838266773833
C1105,874.5088288271818
C1782,430.95961908091846
C1629,231.0626097285372
C1708,339.83456048778953
C2144,445.57331677604685
C1617,915.8882614204613
C1149,549.7431195639426
C1323,291.66812302468384
C1064,756.4161853283481
C1019,271.5818706750518
C2269,815.3084678694513
C1416,823.1018119415858
C1250,990.7371993056604
C1741,469.2254669079848
C1016,717.5636264650748
C2675,995.5656224540635
C2436,684.5917716080112
C2039,567.0763830219748
C1253,876.168407324019
C2028,948.7421653357524
C1166,388.5191816246575
C1135,250.68092971705602
C1216,286.8902249291537
C1593,289.0664053615774
C1826,323.10059138401203
C1827,406.07369301443697
C1564,448.023321792346
C1495,1042.503851663219
C2653,979.977131193878
C1392,687.9699938172712
C2128,273.2425709097691
C1282,685.6128802963742
C1521,773.079996550126
C2076,1315.5962990053918
C1060,651.6463821899888
C2473,1053.3358082524028
C2557,516.0970488346225
C1835,795.3026297977412
C2224,905.1455158136027
C2222,318.9822421026268
C2430,928.98325658059
C2497,752.0405023889198
C1494,932.1496497763437
C1457,838.5473370202758
C1525,1292.057359068829
C1712,782.0336256064568
C2267,1230.5114257603414
C1623,343.02590171401727
C2131,454.95552058827707
C2691,886.542621594137
C1147,686.3925960441975
C1692,874.5305545251699
C1570,665.4470366341607
C1474,163.63708236545477
C1633,128.1218293381645
C2113,604.7752104045544
C2175,993.3922317408069
C2303,1424.5867783737558
C2547,621.0966518467033
C2292,792.6247095641515
C1496,1178.2636625032683
C1289,266.2022950656133
C1849,1057.1736633941941
C1003,384.54469730056474
C2268,324.69178782146224
C2551,544.3169890256906
C2688,261.99009784807185
C1030,-85.2949241192448
C1327,64.51632467962258
C2451,620.4207152387935
C1749,438.6865321245255
C1349,259.1023316024571
C2043,377.61977100332854
C1229,284.7205198327104
C2363,366.5542793593391
C1414,489.1397495477309
C2174,512.8452647483714
C2091,166.59789208057714
C2335,630.9209712917436
C1841,127.43424666860864
C2404,109.45428568429355
C1683,110.30922557582682
C1038,309.56820842648335
C2456,23.99230766148895
C1266,782.9804149304912
C2152,20.349162329513092
C1267,422.4903599012097
C2189,220.83482416370094
