code,num
C1072,727.850409223061
C1128,1311.0032423313016
C1456,355.6885926852205
C1840,538.0693833878966
C1332,1217.8490286542833
C1563,1881.8971674224517
C1794,995.8964615537676
C1640,508.5564130484925
C1377,369.5159237521552
C2072,279.06703655356097
C1472,401.7249136405688
C1006,184.06032098189547
C1083,319.5398945072032
C1311,219.1914408372849
C2676,385.92750427051925
C2318,210.1155401141171
C1603,448.2656443282691
C2523,308.8943125598522
C2177,12.347318514358221
C2411,700.0891799717934
C2033,258.018170458786
C1604,467.6426502647534
C2535,504.53496315778284
C1040,472.1420393644015
C2417,449.3234310910417
C1812,165.632261830577
C2253,122.16104070458796
C1294,546.4583059622972
C1772,518.5248734827762
C2646,484.1318923774702
C1152,915.8340135174045
C2423,189.07656577567477
C1844,409.62836303013285
C1318,312.1199749326487
C1729,78.95992366295073
C1602,366.91380026081447
C1239,425.15023555629324
C1721,589.6081826648152
C1902,845.0435538155256
C1855,359.91526488031
C2600,489.8205826956955
C1071,483.8457142364088
C2295,417.54911031304675
C1621,563.6457655348238
C1852,856.3380885222523
C2555,1256.8019691723398
C1297,467.6212898850252
C2323,587.2724482645965
C2215,429.54322416234606
C2112,338.24658643724695
C1830,832.697498919945
C2602,257.81823018573493
C2608,1082.449504374091
C1215,552.5483292652044
C2369,551.313862560713
C1158,294.07532186042147
C1887,740.5233231811732
C1189,212.51014451785574
C1637,485.29900221609023
C1225,249.43143800001766
C2374,353.9914789185266
C2397,568.1179054964147
C1105,983.7475342608128
C1782,433.7550408028195
C1629,229.1569465384849
C1708,279.49241779947835
C2144,424.96499692947873
C1617,992.946722544473
C1149,544.0419873755898
C1323,457.8790478370427
C1064,774.6232244026185
C1019,261.15585980805
C2269,577.4420069383727
C1416,902.8809686340941
C1250,1046.678595385297
C1741,438.8497504559724
C1016,665.7907249281595
C2675,836.51233116055
C2436,711.0422306556195
C2039,931.4540049727502
C1253,806.132558550479
C2028,1222.9114709751088
C1166,351.98081439591346
C1135,234.20278037542954
C1216,327.2819352681912
C1593,293.7171039795579
C1826,260.38554226156015
C1827,405.45304821912816
C1564,334.1209855960892
C1495,901.7889165131797
C2653,822.3039544495248
C1392,653.706295261446
C2128,314.27952394585714
C1282,590.2773803095387
C1521,1187.7557055986294
C2076,966.0788911088796
C1060,623.8868302698755
C2473,1137.5485291971002
C2557,620.5807004232369
C1835,741.1538971029029
C2224,720.505403165237
C2222,381.7739388109742
C2430,776.0213705592212
C2497,659.366948403045
C1494,1114.7175511607106
C1457,572.6817305771009
C1525,1241.1218962910102
C1712,599.4724474801208
C2267,913.3641960359734
C1623,307.61339360452655
C2131,571.6531927617783
C2691,1118.9425068262276
C1147,812.7479826130622
C1692,1167.3892214953896
C1570,766.8354384787418
C1474,128.16458638573968
C1633,90.11957440097208
C2113,490.48525242268386
C2175,991.4964563940896
C2303,1549.183366924093
C2547,473.9962189123332
C2292,757.6831742011063
C1496,808.2396344917099
C1289,337.2571532444009
C1849,652.1073806272319
C1003,321.76831169382484
C2268,377.4761878513079
C2551,513.3703232001775
C2688,81.30533197628742
C1030,-31.812094017970914
C1327,150.44415285141176
C2451,583.1492101121887
C1749,418.57798846972264
C1349,273.3548840999018
C2043,310.363143320929
C1229,221.07517917167448
C2363,397.6793994527142
C1414,386.38246838135376
C2174,426.0021947632322
C2091,91.10912144121703
C2335,419.11677310254055
C1841,74.55871594595324
C2404,132.79481088128713
C1683,131.97437315034045
C1038,251.8794758723539
C2456,218.28229532316854
C1266,346.6017221368847
C2152,104.19752616648138
C1267,257.57199227609146
C2189,110.53161688061678
